date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:18:45	108089/108089	---M-Z	200	added ('OK')	text/html	etag:W/%223a294a44d7c860db32ad0f8ef8fa5c57--gzip%22	https://www.yanntiersen.com/	C:/My%20Web%20Sites/realings/www.yanntiersen.com/index.html	(from )
11:18:46	5008/5008	---M--	200	added ('OK')	image/png	etag:CJSZjKDujYoDEAE=	https://images.squarespace-cdn.com/content/v1/60882d14bc85260c4c5171e1/6c945b78-fdf3-4b65-ab94-aeee517ad016/favicon.ico	C:/My%20Web%20Sites/realings/images.squarespace-cdn.com/content/v1/60882d14bc85260c4c5171e1/6c945b78-fdf3-4b65-ab94-aeee517ad016/favicon.png	(from https://www.yanntiersen.com/)
11:18:46	8/8	---M--	200	added ('OK')	text/html	date:Wed,%2012%20Feb%202025%2018:18:46%20GMT	https://images.squarespace-cdn.com/	C:/My%20Web%20Sites/realings/images.squarespace-cdn.com/index.html	(from https://www.yanntiersen.com/)
11:18:46	42387/42387	---M-Z	200	added ('OK')	text/javascript	etag:%22848ddcc7a5193f9dbeb177386b6c0dda%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	C:/My%20Web%20Sites/realings/assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	(from https://www.yanntiersen.com/)
11:18:50	46101/46101	---M-Z	200	added ('OK')	text/javascript	etag:%22ce22d402c1fbf39ced103ff6326bcd75%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-b8ff24ba1df3a5e54e69-min.en-US.js	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-b8ff24ba1df3a5e54e69-min.en-US.js	(from https://www.yanntiersen.com/)
11:18:50	89739/89739	---M-Z	200	added ('OK')	text/javascript	etag:%2283df68edddd3805018a51d98d40a0aed%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-0c96ad3f9948c3a7b631-min.en-US.js	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-0c96ad3f9948c3a7b631-min.en-US.js	(from https://www.yanntiersen.com/)
11:18:51	117609/117609	---M-Z	200	added ('OK')	text/javascript	etag:%22fe0d53a94823df972dbf107bf190771a%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	C:/My%20Web%20Sites/realings/assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	(from https://www.yanntiersen.com/)
11:19:03	245728/245728	---M-Z	200	added ('OK')	text/javascript	etag:%2235723cd550c80dfe54ea6340ccb77d78%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-2965e1fc774101038a7d-min.en-US.js	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-2965e1fc774101038a7d-min.en-US.js	(from https://www.yanntiersen.com/)
11:19:06	39521/39521	---M-Z	200	added ('OK')	text/javascript	etag:%229190deb9488cdfb8bb6911e0c4e740e0%22	http://assets.squarespace.com/universal/scripts-compressed/performance-daea797f26ec33aee348-min.en-US.js	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/scripts-compressed/performance-daea797f26ec33aee348-min.en-US.js	(from https://www.yanntiersen.com/)
11:19:11	1444609/1444609	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202025%2018:19:06%20GMT	https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css	C:/My%20Web%20Sites/realings/static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css	(from https://www.yanntiersen.com/)
11:19:12	1196442/1196442	---M-Z	200	added ('OK')	text/javascript	etag:%2233e1b6279f771c52ba9b37e2f86ae575%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-c4d588d4255cd4c70fa3-min.en-US.js	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-c4d588d4255cd4c70fa3-min.en-US.js	(from https://www.yanntiersen.com/)
11:19:13	311254/311254	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202025%2018:19:12%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1738945569592-TPTZTOJBM3DP62NS94QP/static.css	C:/My%20Web%20Sites/realings/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1738945569592-TPTZTOJBM3DP62NS94QP/static.css	(from https://www.yanntiersen.com/)
11:19:15	13493/13493	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2012%20Feb%202025%2018:19:12%20GMT	https://kit.fontawesome.com/7c587e55af.js	C:/My%20Web%20Sites/realings/kit.fontawesome.com/7c587e55af.js	(from https://www.yanntiersen.com/)
11:19:17	113910/113910	---M-Z	200	added ('OK')	text/html	etag:W/%220e14b1f7e97744e93d729fc4f0268595--gzip%22	https://www.yanntiersen.com/new-album	C:/My%20Web%20Sites/realings/www.yanntiersen.com/new-album.html	(from https://www.yanntiersen.com/)
11:19:17	81361/81361	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Feb%202025%2018:19:14%20GMT	https://www.yanntiersen.com/cart	C:/My%20Web%20Sites/realings/www.yanntiersen.com/cart.html	(from https://www.yanntiersen.com/)
11:19:18	101990/101990	---M-Z	200	added ('OK')	text/html	etag:W/%22f5c720fbb1ba4c90cc2f6297c26c38c5--gzip%22	https://www.yanntiersen.com/about	C:/My%20Web%20Sites/realings/www.yanntiersen.com/about.html	(from https://www.yanntiersen.com/)
11:19:19	126239/126239	---M-Z	200	added ('OK')	text/html	etag:W/%2244dba2879e6982ea49c43441e0ec7ece--gzip%22	https://www.yanntiersen.com/music	C:/My%20Web%20Sites/realings/www.yanntiersen.com/music.html	(from https://www.yanntiersen.com/)
11:19:20	96548/96548	---M-Z	200	added ('OK')	text/html	etag:W/%22f6021d58b4f65033e3fbb0bbbcd020fc--gzip%22	https://www.yanntiersen.com/live	C:/My%20Web%20Sites/realings/www.yanntiersen.com/live.html	(from https://www.yanntiersen.com/)
11:19:23	105296/105296	---MCZ	200	added ('OK')	text/html	etag:W/%22236991e3cf8dc974cb49308842d4f4d2--gzip%22	https://www.yanntiersen.com/mailinglist	C:/My%20Web%20Sites/realings/www.yanntiersen.com/mailinglist.html	(from https://www.yanntiersen.com/)
11:19:26	662448/662448	---M-Z	200	added ('OK')	text/javascript	etag:%2247cb53095687a1a731629278d57eaa67%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-8921de8f24d51c37e1bd-min.en-US.js	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/scripts-compressed/common-vendors-8921de8f24d51c37e1bd-min.en-US.js	(from https://www.yanntiersen.com/)
11:19:28	87395/87395	---M-Z	200	added ('OK')	text/html	etag:W/%22017f0f4d234f00c692488f5f691ade07--gzip%22	https://www.yanntiersen.com/contact	C:/My%20Web%20Sites/realings/www.yanntiersen.com/contact.html	(from https://www.yanntiersen.com/)
11:19:40	264716/264716	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Feb%202025%2018:19:28%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.7a52a694fd4248c18775c6aa813a0358.js	C:/My%20Web%20Sites/realings/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.7a52a694fd4248c18775c6aa813a0358.js	(from https://www.yanntiersen.com/)
11:19:52	201019/201019	---M--	200	added ('OK')	image/jpeg	etag:CKjw7Y7MjIoDEAE=	https://images.squarespace-cdn.com/content/v1/60882d14bc85260c4c5171e1/8f704da6-31a6-4b97-98e8-0d7cef49076f/_DSC5390+(1).jpg	C:/My%20Web%20Sites/realings/images.squarespace-cdn.com/content/v1/60882d14bc85260c4c5171e1/8f704da6-31a6-4b97-98e8-0d7cef49076f/_DSC5390+(1).jpg	(from https://www.yanntiersen.com/)
11:19:56	1565483/1565483	---M-Z	200	added ('OK')	text/javascript	etag:%22c8e204dab094fe3ab640f229c1697729%22	http://assets.squarespace.com/universal/scripts-compressed/common-8c3480b1aabd95fe7d92-min.en-US.js	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/scripts-compressed/common-8c3480b1aabd95fe7d92-min.en-US.js	(from https://www.yanntiersen.com/)
11:19:57	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:19:58	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:19:58	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:19:58	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:19:59	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:19:59	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:19:59	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:00	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:00	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:00	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:00	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:01	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:01	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:02	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:02	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:02	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:02	420175/420175	---M--	200	added ('OK')	image/jpeg	etag:CPClkPrIjIoDEAE=	https://images.squarespace-cdn.com/content/v1/60882d14bc85260c4c5171e1/bb366a6a-c841-4829-9a22-d09f4206e830/DSC_2844-Enhanced-SR-5+(1)+(1).jpg	C:/My%20Web%20Sites/realings/images.squarespace-cdn.com/content/v1/60882d14bc85260c4c5171e1/bb366a6a-c841-4829-9a22-d09f4206e830/DSC_2844-Enhanced-SR-5+(1)+(1).jpg	(from https://www.yanntiersen.com/)
11:20:02	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2012%20Feb%202025%2018:20:02%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/realings/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.27.delayed	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:02	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:03	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2012%20Feb%202025%2018:20:03%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/realings/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.29.delayed	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:03	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:03	23403/23403	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d5f2dcb17d61c334864ce80b5fc9c903%22	https://assets.squarespace.com/universal/fonts/squarespace-ui-font.svg	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/fonts/squarespace-ui-font.svg	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:03	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2012%20Feb%202025%2018:20:03%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.svg	C:/My%20Web%20Sites/realings/static1.squarespace.com/universal/images-v6/icons/opentable-icons.svg	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:04	1495/1495	---M-Z	200	added ('OK')	image/svg+xml	etag:%227e657546667ce2457aefe70af33b3a1b%22	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.svg	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/icons/opentable-icons.svg	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:04	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2012%20Feb%202025%2018:20:04%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/realings/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:04	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:04	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2012%20Feb%202025%2018:20:04%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/realings/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:05	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/realings/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
11:20:05	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2012%20Feb%202025%2018:20:05%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/realings/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/60882d14bc85260c4c5171e1/65/5c5a519771c10ba3470d8101/60882d14bc85260c4c5171fb/1610/site.css)
